center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,session_id,date,available_capacity,min_age_limit,vaccine,slots,available_capacity_dose1,available_capacity_dose2
521291,Umarsadi Phc,Near Gram Panchayat Machhivad Umarsadi Taluka Pardi Dist Valsad,Gujarat,Valsad,Pardi,396125,20,72,09:00:00,18:00:00,Free,"[{'session_id': 'f5944477-e73f-4e4d-b322-9e3b35c1e3d6', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",f5944477-e73f-4e4d-b322-9e3b35c1e3d6,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
243097,SDH Dharampur,Near Garden Road Taluka Dharmpur Dist Valsad,Gujarat,Valsad,Dharmpur,396050,20,73,09:00:00,18:00:00,Free,"[{'session_id': '35fbd2b4-40bc-4d09-b3d2-e2194eccfc1d', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '4027f671-528e-44bc-9342-992b2b3c44cb', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",35fbd2b4-40bc-4d09-b3d2-e2194eccfc1d,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
617615,PHC Bhadeli Covaxin,At Post Bhadeli Near Desai Party Taluka Valsad Dist Valsad,Gujarat,Valsad,Valsad,396030,20,72,09:00:00,18:00:00,Free,"[{'session_id': '1a1074d4-3890-4dac-83e9-acf2c6345e82', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",1a1074d4-3890-4dac-83e9-acf2c6345e82,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
521299,Sanjan Phc,Sanjan Charrasta Taluika Umargam Dist Valsad,Gujarat,Valsad,Umargam,396150,20,72,09:00:00,18:00:00,Free,"[{'session_id': '9f0f4a3a-c9fc-4437-8f05-af56840ce99d', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '6815220c-189e-4bec-b720-8e34802eec7d', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",9f0f4a3a-c9fc-4437-8f05-af56840ce99d,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
521295,Gorgam Phc,Phc Gorgam Vad Falia Taluka Valsad Dist Valsad,Gujarat,Valsad,Valsad,396375,20,73,09:00:00,18:00:00,Free,"[{'session_id': '7d827103-3e24-4d70-9cf8-8b84bc51b1c3', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '2b0e10ac-1234-4e13-acd6-2efb261ba74c', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",7d827103-3e24-4d70-9cf8-8b84bc51b1c3,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
248365,Abarama UHC,At Post Abrama Vashifaliya Taluka Valsad Dist Valsad,Gujarat,Valsad,Valsad,396002,20,72,09:00:00,18:00:00,Free,"[{'session_id': 'fb2a1f71-d3c1-4631-9088-d3dfc6192211', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '84f548f7-3ac2-45d9-9ed5-a6ac5feecfb6', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '8c3e571c-2e4c-4a4b-b54c-51c1245813ec', 'date': '24-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '62a18480-69cb-49dd-be6b-676f33072051', 'date': '24-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",fb2a1f71-d3c1-4631-9088-d3dfc6192211,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
224213,PHC KARVAD,Near Karvad Gram Panchayat Gali Faliya,Gujarat,Valsad,Vapi,396191,20,73,09:00:00,18:00:00,Free,"[{'session_id': '93e8f4a3-fafe-489d-ad0a-a5b9b10a9349', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",93e8f4a3-fafe-489d-ad0a-a5b9b10a9349,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
233556,Phc Maroli,Agar Fliyu Maroli Ta Umargam Dist Valsad,Gujarat,Valsad,Umargam,396130,20,72,09:00:00,18:00:00,Free,"[{'session_id': '17cd2142-1b57-46fa-b5f7-fdb8ac6d2cc8', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': 'ba8544af-10ca-4743-b0b9-d24d67d4db1f', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",17cd2142-1b57-46fa-b5f7-fdb8ac6d2cc8,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
248329,Phc Magod,Phc Magod Vad Faliya Valsad Taluka Valsad Dist Valsad T,Gujarat,Valsad,Valsad,396020,20,72,09:00:00,18:00:00,Free,"[{'session_id': '1246b3b7-3d1f-4a4d-a3bc-29e7a1c4aee3', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",1246b3b7-3d1f-4a4d-a3bc-29e7a1c4aee3,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
521287,Balda Phc,Phc Balda Near Gram Panchayat Desaiwad Taluka Pardi Dist Valsad,Gujarat,Valsad,Pardi,396125,20,72,09:00:00,18:00:00,Free,"[{'session_id': '7d4c75c8-2e94-4223-bbda-3b14abd7e80c', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': 'ae60f68c-73c2-4c6b-9bd2-add851218da3', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",7d4c75c8-2e94-4223-bbda-3b14abd7e80c,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
244273,Phc Mandva Mishal Faliya,Phc Mandva Mishal Faliya Taluka Kaparada Dist Valsad,Gujarat,Valsad,Kaparada,396065,20,73,09:00:00,18:00:00,Free,"[{'session_id': '532f4505-2fb0-40f9-8e17-deaf0f31ecfc', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '81c9f0de-d780-4e2d-b7cf-d61f70ad373b', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",532f4505-2fb0-40f9-8e17-deaf0f31ecfc,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
229988,Motavaghchhipa PHC,Motavaghchhipa Gam Ta Pardi Dist Valsad,Gujarat,Valsad,Pardi,396125,20,72,09:00:00,18:00:00,Free,"[{'session_id': '64f9f37d-88a7-469f-a975-abd836a39046', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",64f9f37d-88a7-469f-a975-abd836a39046,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
224236,PRIMARY HEALTH CENTER CHHIRI,PHC CHHIRI OPP. GRAMPANCHAYAT CHHIRIMAHADEV NAGARCHHIRI,Gujarat,Valsad,Vapi,396191,20,72,09:00:00,18:00:00,Free,"[{'session_id': '2b52f097-b830-4548-b2e3-e4565e941f5b', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '67490588-379b-4f10-b34a-23fbf3712df1', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",2b52f097-b830-4548-b2e3-e4565e941f5b,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
671645,Uphcvalsadpardi,Amrut Shery Chhipwad,Gujarat,Valsad,Valsad,396001,20,72,09:00:00,18:00:00,Free,"[{'session_id': 'ec4b60c7-b7c5-4637-aa2e-ef27d11f01dc', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",ec4b60c7-b7c5-4637-aa2e-ef27d11f01dc,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
568084,1 Hariya PHC,Near Dingarvadi Taluka Valsad Dist Valsad,Gujarat,Valsad,Valsad,396001,20,72,09:00:00,18:00:00,Free,"[{'session_id': 'edce1f56-3c44-4e78-b91e-efc1b7312202', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",edce1f56-3c44-4e78-b91e-efc1b7312202,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
248321,Phc Kanjan Ranchhod,Phc Kanjan Ranchhod Taluka Valsad Dist Valsad,Gujarat,Valsad,Valsad,396055,20,73,09:00:00,18:00:00,Free,"[{'session_id': '7d08d6c1-0aee-46b5-9d20-e2e60fe7b24f', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",7d08d6c1-0aee-46b5-9d20-e2e60fe7b24f,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
581712,Dungra UPHC,Dungra Vapi,Gujarat,Valsad,Vapi,396191,18,17,09:00:00,18:00:00,Free,"[{'session_id': '2b1095a4-126a-44cd-aa7b-5404f3aae2f6', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",2b1095a4-126a-44cd-aa7b-5404f3aae2f6,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
589565,Valsad Pardi UHC,Chhipwad Valsad,Gujarat,Valsad,Valsad,396001,20,72,09:00:00,18:00:00,Free,"[{'session_id': '1ab41bff-d2c4-4a86-91f1-4f7e315405c6', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '9e964aed-7c27-4a0e-a09c-b296b5d8e456', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",1ab41bff-d2c4-4a86-91f1-4f7e315405c6,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
641936,Phc Dehari,At Post Dehari Ta Umargam Dist Valsad,Gujarat,Valsad,Umargam,396170,20,72,09:00:00,18:00:00,Free,"[{'session_id': 'c21217c9-9c33-43aa-a3cb-dd579b895d41', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}, {'session_id': '2c149cb9-f8e7-40e2-bdf3-743fdc2206c3', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",c21217c9-9c33-43aa-a3cb-dd579b895d41,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
233676,Sarai Phc,Sarai Char Rasta Ta Umargam Dist Valsad,Gujarat,Valsad,Umargam,396130,26,72,09:00:00,18:00:00,Free,"[{'session_id': 'ed27d6d5-21f6-4a76-9957-f4ffeeee8cfa', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",ed27d6d5-21f6-4a76-9957-f4ffeeee8cfa,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
687742,Chhat. Shivaji Natya Gruha,Chhatrapati Shivaji Natahya Gruha Nandurbar,Maharashtra,Nandurbar,Nandurbar,425412,21,74,09:00:00,17:00:00,Free,"[{'session_id': '17ed18e4-5246-4699-82cd-cc522eb23703', 'date': '23-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 25, 'available_capacity_dose2': 25}, {'session_id': '13f2da06-6564-42f2-8d0a-bfe00ff0c551', 'date': '24-05-2021', 'available_capacity': 48, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 23, 'available_capacity_dose2': 25}]",17ed18e4-5246-4699-82cd-cc522eb23703,23-05-2021,50,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",25,25
692012,Rajbradi PHC,Rajbardi PHC Village Rajbardi,Maharashtra,Nandurbar,Dhadgaon,425414,21,74,09:00:00,17:00:00,Free,"[{'session_id': 'd7cc1bf2-d11b-47a6-a756-d21e4f6eff64', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",d7cc1bf2-d11b-47a6-a756-d21e4f6eff64,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
692458,CS Umran,Primary Health Center Umran,Maharashtra,Nandurbar,Navapur,425416,21,73,09:00:00,17:00:00,Free,"[{'session_id': 'e19cf8a8-59fb-45b4-91d5-66fb83f51095', 'date': '23-05-2021', 'available_capacity': 20, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 10, 'available_capacity_dose2': 10}]",e19cf8a8-59fb-45b4-91d5-66fb83f51095,23-05-2021,20,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",10,10
687758,Y.C. Krida Sankul,Yashwantrao Chavan Krida Sankul 61 Vimal Vihar Nandurbar,Maharashtra,Nandurbar,Nandurbar,425412,21,74,09:00:00,17:00:00,Free,"[{'session_id': '55a116fb-5ec0-4c1a-8d54-4de29a729d8b', 'date': '23-05-2021', 'available_capacity': 49, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 24, 'available_capacity_dose2': 25}, {'session_id': 'a3a1a87b-47a2-4aa5-972b-14b2741be2a7', 'date': '24-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 25, 'available_capacity_dose2': 25}]",55a116fb-5ec0-4c1a-8d54-4de29a729d8b,23-05-2021,49,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",24,25
618680,PHC Sarangkheda,Sarangkheda PHC Village Sarangkheda,Maharashtra,Nandurbar,Shahada,425410,21,74,09:00:00,17:00:00,Free,"[{'session_id': '44b99e65-6683-40ba-b020-4291287dc944', 'date': '23-05-2021', 'available_capacity': 4, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 4, 'available_capacity_dose2': 0}]",44b99e65-6683-40ba-b020-4291287dc944,23-05-2021,4,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",4,0
618556,PHC Wagharde,Wagharde PHC Village Wagharde,Maharashtra,Nandurbar,Shahada,425443,21,74,09:00:00,17:00:00,Free,"[{'session_id': '34a9d611-cb46-4809-a134-60a63ceb1f22', 'date': '23-05-2021', 'available_capacity': 20, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 10, 'available_capacity_dose2': 10}]",34a9d611-cb46-4809-a134-60a63ceb1f22,23-05-2021,20,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",10,10
694701,Khhondamali RH,Khhondamali RH Village Khhondamali,Maharashtra,Nandurbar,Nandurbar,425412,21,74,09:00:00,17:00:00,Free,"[{'session_id': 'f0b01b48-ff80-44ed-9ead-c48fbf3addc5', 'date': '23-05-2021', 'available_capacity': 49, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 24, 'available_capacity_dose2': 25}]",f0b01b48-ff80-44ed-9ead-c48fbf3addc5,23-05-2021,49,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",24,25
628792,Kakarda PHC,Kakarda PHC Village Kakarda,Maharashtra,Nandurbar,Dhadgaon,425414,21,74,09:00:00,17:00:00,Free,"[{'session_id': '33b0f99d-062a-45b0-b8f8-a8f6880526ef', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",33b0f99d-062a-45b0-b8f8-a8f6880526ef,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
619429,Somawal Bk PHC,Near Bank Of Baroda,Maharashtra,Nandurbar,Taloda,425412,21,74,09:00:00,17:00:00,Free,"[{'session_id': '32d34262-91ad-40ba-9b30-d1c692750f68', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",32d34262-91ad-40ba-9b30-d1c692750f68,23-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
572091,UPHC Shahada,UPHC Shahada,Maharashtra,Nandurbar,Shahada,425409,21,74,09:00:00,17:00:00,Free,"[{'session_id': '5a02b0c2-b9c8-4370-bb69-fdeec21355a6', 'date': '23-05-2021', 'available_capacity': 37, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 17, 'available_capacity_dose2': 20}]",5a02b0c2-b9c8-4370-bb69-fdeec21355a6,23-05-2021,37,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",17,20
692051,Dhanaje Bk PHC,Dhanaje Bk PHC Village Dhanaje BK,Maharashtra,Nandurbar,Dhadgaon,425414,21,74,09:00:00,17:00:00,Free,"[{'session_id': 'e0d59c43-51ab-4cde-aed6-c66a70986a19', 'date': '23-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}]",e0d59c43-51ab-4cde-aed6-c66a70986a19,23-05-2021,0,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
